text,vulgar,hate,religious,threat,troll,Insult
পরকাল বিশ্বাস করেনা। উনাকে কি দেশে থাকতে দেয়া উচিৎ?সবাই দলে দলে একটা করে জুতা মারেননাস্তিকদের কোনো ধর্ম হয়না তাই এদেরকে এত অল্পতেই বিশ্বাস করাটা ঠিক হবে না এখন বলতেছে ভোল করছে আবার রাত্রে বলবে যে আমি পরকাল বিশ্বাস করিনা যে নাকি কোন কিছু না দেখে বিশ্বাস করতে পারে না সে আবার বিচার দিছে মহান আল্লাহ তায়ালার কাছে এর থেকে হাস্যকর আর কি হতে পারে ।,0,0,1,1,0,0
তোর মা গেছো খানকি নয়া দিগন্তকে দিয়ে চোদায় গুদির বেটা।,1,0,0,0,0,1
একটা খুনিকে বাঁচানোর জন্য ধর্মঘট!,0,0,0,0,0,0
এত সুন্দর নাটক আমার জীবনের প্রথমবার দেখলাম সত্যিই অনেককিছু শেখার আছে এখান থেকে,0,0,0,0,0,0
জবাই দিতে দিতে অভ্যাস হইয়া গেসে,0,0,0,1,0,0
সাফা তোমাকে থাপড়াইসে কে মুখটা কেমন জানি লাগসে?,0,0,0,0,0,0
ছোটবেলায় বাসায় কম ঝাড়ি তো খেলাম না ‘ভুঁইয়া সাহেবের ছেলে হেন করে তেন করে’... পাশের বাড়ির ‘রহমান সাহেবের ছেলে পড়াশুনাতেও যেমন খেলাধুলাতেও তেমন’... এসব শুনে,0,0,0,0,0,0
মনকে কুরুচি অস্লীল পর্নগ্রফী এবং বিসন্যতা থেকে মুক্ত রাখতে বাংলা নাটক দেখুনসবসময়,0,0,0,0,0,0
আসলে সত্যি অসাধারণ বস সেরা,0,0,0,0,0,0
আমার প্রেমিকা ও শাড়ি চাইছিলো আমি ডক্টর সাবরিনার থেকে একটা শাড়ী এনে গিফট করেছি,0,0,0,0,1,0
ভালো নাটক দেখার জন্য সব সময় অপেক্ষায় থাকিআর আরিয়ান ভাই পরিচালিত হলে তো কথাই নাই অসাধারণ ছিলো ভাই ধন্যবাদ নিশো ভাইয়া মেহেজাবীন আপুকেভালো থাকুক ভালোবাসা,0,0,0,0,0,0
আপনি কোনো ভুল বলেনি রানু মন্ডল নিজেকে খুব বড়ো ভাবে,0,0,0,0,0,1
এই জেনারেশান আসলেই ভাবছে,0,0,0,0,0,0
ঘটনা সমাজে এখনও ঘটে চলেছে আর শাহনাজ খুশি অভিনয অসাধানর অতুলীনয় চোখে পানি এসে যায়,0,0,0,0,0,0
কিন্তু ... কিন্তু চেক ইন দাওয়ার মতো আমাদেরও কিন্তু হাজারো গর্বের জায়গা আছে,0,0,0,0,0,0
তানজিন আপুর সব নাটক ই আমার অনেক ভাল লাগে ৫৩ মিনিট এ পুরো জীবন টা দেখে নিলাম অসাধারণ ছিল,0,0,0,0,0,0
ওর গায়ে জ্বালা ধরিয়ে পোড়ানো উচিৎ,0,0,0,1,0,0
খানকির পোলা। পিজ্জা খাছ কেন? তুই গরীবে চুদা খাবি পিজ্জা খাছ কেন। শুটকি। খা তুই শুটকি গরীবে চুদা।,1,0,0,0,0,1
এরকম লটঘট করা মহিলারা খুব ভাল হয়,1,0,0,0,0,1
ভাইসাবের কথা হুইন্না মনে হয় গরুর গোস্ত খাইয়া নিজের জীবন টারে শেষ করে দেই ।,0,0,0,0,1,0
ভারত শাসিত জম্মু ও কাশ্মীর রাজ্যে রোহিঙ্গা উদ্বাস্তুদের একটি বস্তিতে অগ্নিকান্ডে জনের মৃত্যু হয়েছে। অগ্নিদগ্ধ হওয়া আরও জনের চিকিৎসা চলছে হাসপাতালে। পুলিশ এ খবর নিশ্চিত করেছে। নিহতরা হচ্ছেন একজন রোহিঙ্গা নারী ও তার দুই সন্তান। জম্মু শহরের নারোয়াল এলাকার ওই বস্তিটিতে প্রায় টি ঘর ছিল যার বেশীর ভাগই প্রায় ভস্মীভূত হয়ে গেছে। বস্তিরই এক বাসিন্দা মিয়ানমার থেকে চলে আসা উদ্বাস্তু জাহিদ হুসেইন বিবিসি বাংলাকে টেলিফোনে জানিয়েছেন রাত সাড়ে বারোটার দিকে আগুন লাগে। তখন আমরা সবাই ঘুমচ্ছিলাম। চ,0,1,0,0,0,0
স্বাভাবিক একটা ব্যপার নিয়া কিছু সংখক ব্যক্তিরা সেই রাজাকারদের মত কথাবার্ত বলছে মানুষের সেকেন্ডের ভরশা নেই আর যন্ত্রপতির ব্যপার এটা তো নষ্ট হতেই পারে এটা এমন কি ব্যপার,0,1,0,0,0,0
এই নাটক টা দেখে চোখে পানি চলে আসচ্ছেএই রকম সুন্দর নাটক আরো চাই,0,0,0,0,0,0
অনেক দিন পর একটা সুন্দর গল্প পেলাম ধন্যবাদ জানায় আরফিন ভাই,0,0,0,0,0,0
এডমিন তুই যে ভারতের দালাল এটা সবাই জানে,0,1,0,0,0,0
যে রাত দিন বাসের পিছে দৌড়ায়ে অফিস যায়,0,0,0,0,0,0
একজন এনাম মানসিক রুগী । পাবনা পাঠানো দরকার অতি জরুরী,0,0,0,0,1,1
১৯৭১ সালে যেমনিভাবে বাংলার মানুষের উপর ঝাপিয়ে পড়েছিল পাকিস্তানি হানাদার রা তেমনি ভাবে স্বেরাচার গোপালি পুলিশ এখন হানাদারের ভূমিকায়,0,1,0,0,0,0
সাউন্ড শুনে বাচ্চারা কাঁদা থামিয়ে দিত,0,0,0,0,0,0
বাচ্চা মেয়েটার জীবন ধ্বংস করেছে মুহম্মদ যার প্রতিশোধ হিসেবে আয়েশা মুহম্মদকে বিষ খাইয়ে হত্যা করেছে,0,0,1,0,0,0
সত্যিই হোক মিথ্যা হোক মজা পাইছিগো বিনোদন দেয়ার জন্য ধন্যবাদ,0,0,0,0,0,0
প্রথম আলো পত্রিকাটি সুন্দর ব্লার করছেন একটুও বুঝা যায় না,0,0,0,0,1,0
অসাধারণ একটা নাটকউপহার দিল,0,0,0,0,0,0
কিরে মাগী?,1,0,0,0,0,1
ইলিয়াস কাঞ্চনের মতো এত কেয়ারফুল বফ কই পাওয়া যাবে ফ্রান্স ?,0,0,0,0,1,0
বাংলাদেশের মুসলিম লোকেরা মানুষ না সব কুকুর ।,0,0,1,0,0,1
অপূর্ব মানে অপূর্ব নাটক টা না খুব সুন্দর হয়েছে এ যাবত আর দেখছি আরো কত বার যে দেখবো আই মিস ইউ নতুন বছরের সেরা নাটক,0,0,0,0,0,0
আমি পাদ মরি গন্ধ তুমার নাকের সামনে যায় না। এটা হলো সৃষ্টিকরতার প্রমাণ।,0,0,1,0,1,0
গৌতম মাদার চুদ বলে কি? সালা বাল ফালাতে এসেছিল রেন্ডিয়া। খানকির পোলারা আমগো সব চুরি করে ভারত নিয়ে গেছে।,1,0,0,0,0,1
হিন্দু র্মূখ মালাউনদের ঐ ক্লাবে ঠুকলে গলা ঠাক্কা দিয়ে বের করে দিতে হবে । কারন মালাউনরা টয়লেট করে পানি ব্যবহার করেন ।ওদের গায়ের থেকে গন্ধ আসে হাহাহা হা ।,0,0,1,0,0,0
"প্রথম প্রথম আমারই বিরক্ত লাগত... হয়ত খেতে বসেছি, সে খাবার টেবিলে আমার সামনে এসে করুন চেহারা করে তাকিয়ে আছে",0,0,0,0,0,0
কললিস্টে আওয়ামী লীগের এমপি মন্ত্রীরা সবাই আছে এটা আমাদের জন্য খুবই দুঃখজনক,0,1,0,0,0,0
পালতু মেয়েটার নাটক দেখা বন্ধ।।সামনে পাইলে মামা সস্তা জুতা মারব।।দোস্ত তুই আমার পিছনে থাকিস।।,0,0,0,1,0,1
আরে ভাই যা জীবাণু পেটে ঢুকার তা তো ঢুকেই গেছে ... এখন ওজু করে লাভ কি?,0,0,0,0,0,0
আমারে একলা দায়িত্ব টা দিলে অনেক খুশি হতাম,0,0,0,0,1,0
নাটকের কনসেপ্টটা অসাধারণ ছিলো বন্ধুত্বের ভালোবাসা প্রকাশটাও বেশ ছিলো,0,0,0,0,0,0
"এই বোকা চোদা মহিলাকে কেনো এখন ও মিডিয়া থেকে বের করছেনা, ওরে দেখলে আমার ঘৃনা হয়",1,0,0,0,0,1
"নাস্তিক তুই, তোর ফাসি জন্য আন্দোলন করা হবে",0,0,1,1,0,0
বাংলায় ভোদা বললে দোষ আর ইংলিশ এ গুদ শুনতে খুব ভালো লাগে একেবারে মন ভইরা সোনা খারায়া যায় না?,1,0,0,0,0,0
টা পর্বই অসাধারন হয়েছ ধন্যবাদ আরিয়ান ভাই কে আশা করি সামনে আরো এই রকম সুন্দর সুন্দর নাটক উপহার দিবেন,0,0,0,0,0,0
রোজা আছি বলে আজ বাইচ্ছা গেলি ভোগচোদ আরিপ্পা ভাই তোর কাছে মিনতি করতেছি অন্তত পক্ষে রোজার মধ্যে তুই দিনে ছবি আপলোড দিছ না,1,0,0,0,0,1
আমি এই লিফটে প্রায় ৪৫ মিনিট ধরে আছি... একটা কাজে এসেছিলাম হাসপাতালে... বাট কাজ শেষ হয়ে যাওয়ায় আপাতত লিফটের ভিতরে দাঁড়িয়ে আছি,0,0,0,0,0,0
অাসলে অাপনারা যারা অক্লান্ত পরিশ্রম করে এত সুন্দর নাটক অামাদের উপহার দেন অাপনাদের সার্থকতা তখনই যখন অামাদের মনকে অাবেগী করে তুলে শেষ পর্যায়ে কখন যে চোখের কোণে জল চলে অাসলো টের পেলাম নাধন্যবাদ কাজল এবং পলাশ ভাই,0,0,0,0,0,0
বাংলাদেশ ক্ষুদ্র ও কুটির শিল্প করপোরেশনের অফিস ঢাকায় কেন ভাই? ঢাকায় কি কুটির শিল্প হয় বলেন তো! বাড়িতে বাড়িতে জেনারেটার দিয়ে বিদ্যুৎ উৎপন্ন করাটাকে যদি কুটির শিল্প বলা হয় তাহলে অবশ্য ঠিক আছে 😑,0,0,0,0,0,0
এই রকম কীট পতঙ্গের দের কে কষ্টো দিয়ে মারা উচিতএমন কষ্টো দিয়ে মারা হক যে এইরকম কোনো খারাপ কাজ করতে ভাবেআর এটা যদি হুগলি জেলায় হতো তাহলে পাবলিক পেদিয়ে খাল খেছে দিতো,0,1,0,1,0,0
কঠিন ধান্দা হলো এবার বেজায় খুশি এনটিআরসিএ কর্তৃপক্ষ ঈদ টা জম্পেস হবে,0,0,0,0,1,0
খানকির পুলা ভোদার বাল যে কয়টা তার সাথে ভুদার রস মিলা তর বোনরে প্রেগন্যান্ট বানামু।,1,0,0,0,0,1
তম্মার হেডা,1,0,0,0,0,1
তারা আর নেক্সট প্রশ্নও করে না,0,0,0,0,0,0
মিজানুর রহমান আরিয়ানের পরিচালনায় নাটক মানেই সুপার হিট🖐,0,0,0,0,0,0
সরকার ধর্মদ্রোহী নাস্তিকদের বিরুদ্ধে ব্যবস্থা না নিয়ে ধর্মীয় মূল্যবোধে বিশ্বাসী আমারদেশ পত্রিকার বিরুদ্ধে ব্যবস্থা নিচ্ছে,0,0,1,0,0,0
আমি একজন ভারতীয় বাংলাভাষী বাংলাদেশের নাটক আমার ভীষণ ভীষণ‌ই ভালো লাগে একজন নায়ক বা নায়িকার নাম বললে খুবই অন্যায় করা হবে নিশো অপূর্ব সজল তানজিন তিশা মেহজাবিন নুসরাত ইমরোজ তিশা এদের সবার অভিনয়‌ই আমার ভীষণ ভালো লাগে,0,0,0,0,0,0
"রাতের আঁধারে ধরে নিয়ে যাওয়া হচ্ছে বিএনপি ও ১৮ দলের নেতাকর্মীদের,পরে পথে পাওয়া যাচ্ছে তাদের লাশ",0,1,0,0,0,0
অামার দেখা বেস্ট টেলিফিল্ম ১ কোটি মাইলফলকের দ্বারপ্রান্তে অগ্রিম কনগ্রেটস ১০০০০০০০+ ভিউস ✅,0,0,0,0,0,0
"মেকাপ করা একটি আর্ট, যা ছেলেরা পাওে না তাই হিংসায় জ¦লে পুড়ে মরে",0,1,0,0,0,0
আমাদের দেশে কোনো নাস্তিক দুর্নীতি বাজ দের ঠাঁই নেই,0,0,1,0,0,0
এই জীবনে অপূর্বের সব নাটক দেখে নিতে হবেজীবনতো এক্টাই,0,0,0,0,0,0
তুই কয়টা ভোট পাবি রে বিএনপি এর সাথে না থাকলে । তর মত বোয়াদব নাই পাথ ।,0,1,0,0,0,0
তোর এই বালের খোমাডা দেহানোর কি আছে?,1,0,0,0,0,1
শুধু সুন্দর নয় অনেক সুন্দর অনেক মজার হয়েছে যা কল্পনাতীত,0,0,0,0,0,0
... জানি না প্রোগ্রামের জাজ আমার মেয়ের সাজ দেখে কেমন মার্কস দিবেন,0,0,0,0,0,0
টাইপ-রাইটার হারিয়ে গেছে... ফ্যাক্স-মেশিন হারিয়ে যাচ্ছে,0,0,0,0,0,0
ট্যাক্স এই আমরাই দিব... সজাগও আবার এই আমরাই হব!,0,0,0,0,0,0
আদালতে একটা রুল আবেদন করুন ভাইরাল ও হবেন জরিমানা সহ টাকা ও পাবেন ।,0,0,0,0,1,0
শেষ টা অসাধারণ অমি ভাই মানেই দারুন কিছু,0,0,0,0,0,0
আমার জীবনের এখন পর্যন্ত সেরা বাংলা নাটকঅশ্রু ধরে রাখতে পারিনিঅভিনয় এ কথায় ১০০ সফলপরিচালকেরর কাছে কৃত্জ্ঞপ্রকাশ করছি,0,0,0,0,0,0
না দেখলে পুরাই মিসকমেডিতে ভরপুর রুমান্টিক নাটকযতক্ষণ দেখেছি উপভোগ করেছি,0,0,0,0,0,0
লাভ ইউ নিশু ভাইয়া কে কে নিশু ভাইকে ভালবাসো,0,0,0,0,0,0
অনেকদিন পরে একটা ভালো নাটক দেখলাম অপূর্ব ও মিথিলা দুজনের অভিনয় অনেক ভালো লাগে,0,0,0,0,0,0
"তখনই পারছি, যখন সবাই একসাথে চাইছি",0,0,0,0,0,0
তোর জাঙ্গীয়া খুইল্যা আগুন লাগায় দিমু,0,0,0,1,0,0
"তোরে জুতা দিয়া পিডাইয়া কপালের চারা ফাডাইয়া হালান উচিত,,,নাস্তিকের ঘরের নাস্তিক কোথাকার",0,0,1,1,0,1
মাহি একটা নষ্ট মেয়ে এই খানকির পুলা জুরে,1,0,0,0,0,1
এ দ্যাখ সবাই শাউয়ার নাতি কই তাকাই রইছে,1,0,0,0,0,1
ধন্যবাদ নয়াদিগনত আর ও ধন্যবাদ জানাই শিবির ভাইদেকে ছালিয়ে জাও,0,0,0,0,0,0
কী সুন্দর নাটকটি খুশী সবচেয়ে সুন্দর অভিনয় করেছে বৌয়ের কথা শুনে বোনদের বান্দি খাটানো জানোয়ারগুলো আছে চারপাশে,0,0,0,0,0,0
‘কবি তো এরকমটাই বলেছেন’,0,0,0,0,0,0
জালিমের বাচ্চা তোর ফাসি হওয়া দরকার তোর বাপ ফেরাউন। তুই ফেরাউনের বাচ্চা,0,0,1,1,0,1
আহ টেলিফোন,0,0,0,0,0,0
পলাশ থাকলে নাটক জমে ভালো🤪,0,0,0,0,0,0
তারা খুঁজে...হন্য হয়ে খুঁজে,0,0,0,0,0,0
হা হা হা হা হা আমরা হলে খেলাটা না খেলেই ভারতকে ডিকলার করে জিতিয়ে দিতামইন্ডিয়া যদি লিগেল ভাবে খেলে তা হলে আমাদের সাথে বারে বারি হারবেওরাতো আম্পেয়ারদের সাথে গোপনচুক্তি করে জাতে ওদের জিতিয়ে দ্যায়,0,1,0,0,0,0
অনেকদিন পর বাংলা নাটক দেখে মুগ্ধ হয়েছি,0,0,0,0,0,0
কিন্তু ভারতের মুসলমানরা ভাল নেই।,0,0,1,0,0,0
এই শালা মালাউনের দাদাল তুই।,0,0,1,0,0,1
আমরা যাকে ভালোবাসি তাকে ভুলে যেতে পারিনাভুলে থাকার জন্য অভিনয় করতে হয়মিথ্যা বলার জন্য দিয়েছে মুখ 🤭🤭আরসত্য বলার জন্য দিয়েছে চোখের জলছোট বেলা স্কুলের বীজগণিতের সূত্র রসায়নের নিউটন সূত্র ইঞ্জনিয়ারিং নতুন থিয়োরি কিছু মনে রাখতে পারিনা আর ভালোবাসার মানুষটা কে প্রথম কোথায় দেখেছি কত তারিখ দেখেছি কি কাপড় পড়েছিলো কবে হাত ধরেছি চুমু খেয়েছি প্রেমের প্রস্তাব দিয়েছি সব মনে থাকেপড়াশোনা মনে রাখার জন্য কতই না চেষ্টা করি পারিনা আর যাকে মন থেকে ভুলে যেতে চাই তাকে বেশি মনে পড়ে যখন চলে যায় তখন শুধু তার দেওয়া ভালোবাসার মায়া কাজ করে দিনে ভুলে থাকলেও রাতে ঠিকি চোখের জল দিয়ে বালিশ ভিজিয়ে পেলি সবাই কে দিন শেষে বুঝাই প্রিয় মানুষটি ছাড়া ভালই আছি এর নামই হচ্ছে মায়া,0,0,0,0,0,0
জুতা দিয়ে পিটিয়ে ফটো তুলে দাও,0,0,0,1,0,1
"প্যাণ্টের নিচে অন্ডকোষ, মুখে হাসির ছাপ, ভচের হোগায় দুই নারী আজ, দেবে রাম ঠাপ।",1,0,0,0,0,1
"কেও বুঝেনা বুকের ব্যাথা,সবাই ভাবে গ্যাস্টিকের ব্যাথা",0,0,0,0,1,0
আর বাবার বন্ধুর কোনো ছেলে না থাকায় আজ আমিও সিঙ্গেল,0,0,0,0,1,0
ওরে হালার পুত। যে ইংল্যান্ড রানে বাংলাদেশে অলআউট হয়ে যায় সেই ইংল্যান্ড ভারতে গিয়ে রান করে। বোঝ এবার বাংলাদেশের সাথে খেলার দাওয়াত রইল দেখি কেমন একশত রানের মধ্যে অলআউট করতে পারেন আপনারাতো চুরি করে ছাড়া জিততে পারেন না।,0,1,0,0,0,0
এমন একটা মাগী পাইলে কম করে হলেও এক রাতে চারটি সট দিতাম,1,0,0,0,0,0
অনেক ভালো লাগলো নাটকটা দেখে আরও ভালো লাগলো নামাজ এর ম্যাসেজটা দেয়ার জন্য,0,0,0,0,0,0
অসাধারণ বাংলাদেশে এ প্রথম এমন নাটক,0,0,0,0,0,0
বড় বেয়াদব বেহায়া নিলজ্জ নিমকহারাম ভারতীয়রা এদের কারণে বিশ্বে এতো হানাহানি মারামারি সালে যুদ্ধের সময় পাকিস্তানী বাহিনীর একটাই উদ্দেশ্য ছিল হিন্দু ধরে ধরে হত্যা ও ধর্ষণ করার এজন্য তো অনেক হিন্দু ভারতে পালিয়ে গিয়েছিল পাকিস্তানী বাহিনী হিন্দু মুসলিম সনাক্ত করার জন্য প্রথমেই বলত কালিমা বলার জন্য,0,1,0,0,0,0
মেধাহীন আবাল আর দেখতে চাই না।,0,0,0,0,0,1
"তারা, এটা ছড়িয়ে দিবে",0,0,0,0,0,0
অসাধারণ টেলিফিল্ম অসাধারণ রিয়াজ ভাই,0,0,0,0,0,0
এর মুখে লাথি মারা উচিত পাগলী কোথাকার,0,0,0,0,0,1
"পোষ্ট করছে ক্ষমাও চাচ্ছে,আবার অভিশাপ ও দিচ্ছে,কি বুঝাতে চাও! তুমি ঠিক,বাকিরা ভূল! শালী জুতার মালা পরানো দরকার তোরেনাট্য জগতে তোরে অনেক বেশি পছন্দ করতাম,তোর প্রায় সব নাটক দেখছিবাংলা নাটক তোর জন্যই দেখতামএখন দেখি তুই নাস্তিক,তোর কপালে জুতার বারি",1,0,0,1,0,1
সারা পৃথিবী জুরে একটাই মালাউন দেশ ইন্ডিয়া যা গরুর মুত খায় আরে গরুর ঘরেত গরুচোরই জন্মায় না আরে শেরকা বাচ্চা হে পাকিস্তান ঔদের সাতে লাগতে গেলি এখন তো গরুর মুত কুকুরের মুত বিড়ালের মুত শুকরের মুত সব খেতে হবে তদের ডান্ডির বাচ্চারা বাঘের সাতে লাগতে যাও শিয়ালের বাচ্চা হইয়া মালাউনরা ?,0,0,1,0,0,0
অতীত বড়ই দুঃখের আবার বড়ই সুখের যদি মনে পরে যায়,0,0,0,0,0,0
আরো কিছু শুহর বাচ্চা তোর আরো তোর বাপ আছে তারাও কিছু করলে সেটা ঠিক আছে আর জাকির নায়েক মুসলিম লীগের তাই সে সন্তাবাধি ভারতে আরো নেতা আছে তাদের দর,0,1,0,0,0,0
এমনিতেই আর্জেন্টিনা ড্র করছে এই দুঃখে বালো লাগতেছে না ! আর এই স্যাটা ভাংগা পোস্ট দেখে ডিপ্রেশনে চলে গেলাম গাইষ !,0,0,0,0,1,0
বাংলাদেশের সব নাটকই অনেক সুন্দর হয়,0,0,0,0,0,0
অসাধারণ ভাইনিশো ভাই তোমার দ্বারাই এটা সম্ভব,0,0,0,0,0,0
"এখন এমন অবস্থা উনার ভয়ে আমি আবার যে সিঁড়ি দিয়ে দৌড়ে উপরে উঠে পড়ব, সেই শক্তিও নাই",0,0,0,0,0,0
কিরে হ্লা গুজা হইয়া আছস কেন? হ্লার চোখ দেইখা মনে হয় লাসা খাইয়া আইছে। বান্দির পোলা নাকের বাল কাটছ না কেন? পাঞ্জাবি পরছে হ্লা টোকাই এর মতো।,1,0,0,0,0,1
নিশো ভাইয়া যে গ্রেট তা আবারো প্রমাণ করে দিলা ধন্যবাদ অমি ভাইকে এরকম একটি অসাধারণ নাটক আমাদের মাঝে নিয়ে আসার জন্যে,0,0,0,0,0,0
ধুর শাউয়া!,1,0,0,0,0,0
ভালোবাসাহীনতায় কেউ মরেনা। মরে হঠাত করে হারিয়ে ফেলা ভালোবাসার পেছনে ছুটে কিছু প্রশ্নের উত্তর খুজতে খুজতে...,0,0,0,0,0,0
জুতা মার ঔ মাগির কপালে,1,0,0,1,0,1
টয়লেটে করার জন্য দেশের বাহিরে গিয়েছেন ।,0,0,0,0,1,0
খুব সুন্দর লেগেছে নাটক টি,0,0,0,0,0,0
অসাম্প্রদায়িক এই দেশে উগ্র সাম্প্রদায়িকতার জোন স্হান নেই।মিথ্যা অভিযোগ করে দেশের ভাব মূর্তি নষ্টের জন্য দেশদ্রোহীতার অভিযোগে এই মহিলাকে গ্রেপ্তারের দাবি জানাচ্ছি।,0,0,0,1,0,0
"হাওলাতের মায়রে চুঁদি, বাকীর মায়রে চুঁদি, পীরিতের মায়রে চুঁদি",1,0,0,0,0,1
অনেক সুন্দর একটা নাটক আপুকে এবং ভাইয়া ধন্যবাদ জানাই,0,0,0,0,0,0
গুজরাট দাংঙ্গার খলনায় নরোপশু মোদী ভারতকে টুকরা টুকরা করার জন্য একাই যথেষ্টো,0,1,0,0,0,0
অসাধারণ নাটক টি মেহেজাবিন নিশো খুব ভালো লেগেছে শেষে কান্না চলে আসছিল 😥,0,0,0,0,0,0
তোর বৌ আমার ধন দিয়ে গোদের জালা মিটাবে,1,0,0,0,0,0
সামাজিক নাটক গুলো আসলেই খুব ভালোলাগে 🤗🤗🤗🤗🤗🤗🤗,0,0,0,0,0,0
তারা প্রায় ৪৭০০ শ্রমজীবী মানুষের ডাটা ঘুরে ঘুরে কালেক্ট করে এই এপে বসিয়েছে,0,0,0,0,0,0
নামাজের মেসেজ দেওয়া টাই ভালো ছিল আর বাকি নাটক পুরা ফালতু,0,0,0,0,0,0
জিয়াউল হক পলাশ এতো চমৎকার করে পরিচালনা করেছেন জাস্ট অসাম ধন্যবাদ পুরো টিমকে চালিয়ে যান,0,0,0,0,0,0
অভিনন্দন রইলো টাইগারের তিন নং বাচ্চার জন্য এইভাবে ক্রিকেট টিম বানাবেন সাকিব ভাইয়া মাশাল্লাহ খুব ভালো লাগছে ভাইয়া এবং ভাবি,0,0,0,0,1,0
দেশটা ছাত্রলীগের পৈত্রিক সম্পত্তি মনে হয়,0,1,0,0,0,0
ঢাকায় গড়ে প্রতিদিন ৮৫৫ টা নতুন গাড়ির রেজিস্ট্রেশান হচ্ছে,0,0,0,0,0,0
‘৩৫ বছর’,0,0,0,0,0,0
এক পায়ে খাঁড়া হয়ে আছি তাড়াতাড়ি ত্রাণ দিয়ে পাঠান,0,0,0,0,1,0
"আমি বললাম ""ঝড় এখনো থামে নাই... কান পরে ধরেন... আমি দেখি আপনার মানিব্যাগ খুঁজে পাই নাকি”",0,0,0,0,0,0
রিয়াজ ভাই আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,0,0,0,0,0,0
তুরা নাস্তিকরা ফেরাউনের অনুসারি এবং ফেরাউনের সাথে জাহান্নামের আগুনে চুড়ে ফেলা হবে হবে তোদের।,0,0,1,0,0,0
এই খানকির ছেলেরা আবার তো হারলি। বাঘ আবারো নেরি কুততা হয়ে গেলো। কুকুর আবার বাঘ সাজতে যায়।,1,0,0,0,0,1
ইরফান সাজ্জাদ ও তানজিন তিশা উনাদের দুজনের অভিনয় ই অসাধারন,0,0,0,0,0,0
পরিচারক অমি ভাইএকজন ছেলেকে নামাজি হিসেবে উপস্থাপন করেছেন এটা একটা অতি ভালো দিককিন্তু একজন নামাজি ছেলেমেয়ে মা ও বাবার সাথে উচ্চ কণ্ঠে কথা বলছে এটাকি ঠিক,0,0,0,0,0,0
কি সুন্দর না তার বাড়ির ঠিকানাটা? ১৯৭১,0,0,0,0,0,0
চীনাদের কাছ থেকে আমাদের শিক্ষা নেওয়া উচিৎ কারন উনারা তাদের সীমান্তের একাংশ খুলে দিয়েছে কিন্তু আমরা তা পারিনি তাছাড়া বড় উদাহরন হচ্ছে সালে আমরাও পালিয়ে গেছিলাম ভারতে। আর ভারত আমাদের আশ্রয় দিয়েছিল। সংকোট কেটে যাবার পর আমরা যেমন মাতৃভূমিতে ব্যাক করছিলাম তেমনি ওরাও চলে যাবে। সুতরাং আমাদের সীমান্ত খুলে দেওয়া উচিৎ ।,0,1,0,0,0,0
ল্যাদানী,1,0,0,0,0,0
কত পুস্প দেখিলাম ফুটিলোফুটিয়া ফুটিয়া আবারও নিভিলোকিসের এতো দম্ভ তোমারজীবনের আলো নিবে তো যাবে যে কোন সময়অসাধারণ নাটক উপহার দেওয়ার জন্য নাটকের পরিচালক সহ সকলকে জানাই আন্তরিক অভিনন্দন ধন্যবাদ এবং গভীর ভালোবাসা বাপের এক পোলা,0,0,0,0,0,0
এক ঝাক মাদারচুদের বাচ্চা রা,1,0,0,0,0,1
"আজ থেকেই প্রত্যেকদিন বাথরুমে যাওয়ার সময় তোমার ছবিটা দেখে দেখে যাবো , সাথে একটা তেলের বোতল‌ও থাকবে দোয়া ক‌ইরো যেন সফল হতে পারি",1,1,0,0,1,0
খানকির পুলারা তোরা কবেলা কজন মানুষ কে খাইয়েছিস মাদার চোদেরা,1,0,0,0,0,1
আমার মনডায় চায় তরে সাউউয়া শুটকি খাওয়াইতাম,1,0,0,1,0,1
ভুল না ভারত হেরে গিয়েছিল কারন তখন ভারতের কাছে প্লেট গান ছিল না এটা ভারতের তথ্য মতে জানা তে আছে ভারতের শিকারউকতি,0,1,0,0,0,0
ধন অনেক ছোট তাই নাছির পাগল হয়ে গেছে,1,0,0,0,0,0
নামাজের জন্য অনেক অনেক অনেক ভালো লাখছে নাটোকটা,0,0,0,0,0,0
"জায়েদ খান একটা বাদারচুদ,,,,খানকির পুলারে জুতা দিয়ে পিটানো দরকার",1,0,0,1,0,1
খুবিই উপভোগ্য একটি নাটকপুরো নাটকে গ্রামের আবেশ ছিলখুশি আপা সেইধন্যবাদ,0,0,0,0,0,0
পাছায় লাথি দেব নাকি বন্ধুরা?,0,0,0,0,1,0
"বেস্যা মাগীও খাককি চুদানির পুত শুওরের বাচ্চা, লম্পটের বাচ্চা হারামজাদা। তোর বাপতো বিনা ভোটে নির্বাচিত জারজ এমপি বেস্যা মাগির পুত। আগে বল তোর হারামখোর বাপ মা এত টাকা কোথাক পাইসে নটি মাগির পু। তোর বাপ মার যেমন জন্মের ঠিক নাই তোরও ঠিক নাই বেস্যা ছিনালের পুত। তোদের মত শুওরের পুটকি দিয়া বাইর হওয়া বেজন্মাগুলার জন্য গনপিটানিই একমাত্র সমাধান।",1,0,0,0,0,1
আজকের নাটক ও সকল মডেলিং নাটক আমাদের বর্জন করলেই হয়,0,0,0,1,0,0
তাহসান ভাইয়া আপনি ভালো নাটক করেন আর খারাপ নাটক করেনআমি আপনার ছোট ভাইআপনাকে সারা জিবন ভালোবাসবোইনশাল্লাহ,0,0,0,0,0,0
